year,mountain,max
2002,Revelstoke,60.7
2001,Revelstoke,15.1
2012,Revelstoke,30.7
2001,Revelstoke,18.1
2004,Revelstoke,9
2017,Revelstoke,1.1
1999,Revelstoke,76.7
2001,Revelstoke,20.8
2001,Revelstoke,20.9
2001,Revelstoke,21.5
2001,Revelstoke,21.7
2017,Revelstoke,0.7
2009,Revelstoke,31
2001,Revelstoke,22.6
2012,Revelstoke,34.6
2001,Revelstoke,22.5
2001,Revelstoke,23.3
2018,Revelstoke,40.6
2001,Revelstoke,23.7
2001,Revelstoke,24.2
2001,Revelstoke,24.5
2001,Revelstoke,24.6
2009,Revelstoke,34
2018,Revelstoke,44.6
2001,Revelstoke,25.7
2013,Revelstoke,0.6
2009,Revelstoke,18.6
2001,Revelstoke,26.1
2001,Revelstoke,20.7
2009,Revelstoke,20.1
2001,Revelstoke,27.6
2001,Revelstoke,28
2018,Revelstoke,49.6
2001,Revelstoke,28.2
2012,Big Sky,19.1
2001,Revelstoke,28.6
2015,Revelstoke,34.1
2001,Revelstoke,30.2
2001,Revelstoke,30.8
2001,Revelstoke,32.1
2001,Revelstoke,33.5
2015,Revelstoke,39.6
2001,Revelstoke,33.9
2001,Revelstoke,35.9
2015,Revelstoke,41.6
2001,Revelstoke,36.1
2001,Revelstoke,36.6
2001,Revelstoke,34.6
2001,Revelstoke,34.4
2015,Revelstoke,40.1
1999,Revelstoke,0.5
1999,Revelstoke,13.3
1999,Revelstoke,62.5
2001,Revelstoke,38.8
2008,Revelstoke,34.4
2001,Revelstoke,38.7
2004,Revelstoke,19.5
2006,Revelstoke,27.8
2001,Revelstoke,39.2
2009,Revelstoke,28.1
2001,Revelstoke,39.9
2001,Revelstoke,39.5
2001,Revelstoke,37.3
2008,Revelstoke,4.7
2001,Revelstoke,33.6
2001,Revelstoke,31.6
2009,Revelstoke,24.1
2001,Revelstoke,22.7
2001,Revelstoke,29.6
2001,Revelstoke,24.4
2001,Revelstoke,15.6
2001,Revelstoke,22.1
2001,Revelstoke,20.4
2013,Revelstoke,23
2001,Revelstoke,20.1
2011,Revelstoke,1.7
2001,Revelstoke,14.6
2001,Revelstoke,10.4
2001,Revelstoke,8.7
2001,Revelstoke,6.3
2001,Revelstoke,2
2008,Revelstoke,-0.1
2001,Revelstoke,0.2
2001,Revelstoke,1.1
2001,Revelstoke,4.1
2008,Revelstoke,47.1
2001,Revelstoke,7.2
2001,Revelstoke,8.5
2002,Revelstoke,58.3
2006,Revelstoke,6.7
2001,Revelstoke,9.3
2009,Revelstoke,13.5
2001,Revelstoke,11.1
2001,Revelstoke,12.3
2001,Revelstoke,12.4
2001,Revelstoke,38.5
2000,Revelstoke,32.7
2009,Revelstoke,9.2
2001,Revelstoke,13
2011,Revelstoke,1.1
1999,Revelstoke,25
2001,Revelstoke,16.3
2001,Revelstoke,16.9
2012,Revelstoke,29.8
2018,Revelstoke,0.3
2001,Revelstoke,19
2001,Revelstoke,19.6
2006,Revelstoke,15.9
2009,Revelstoke,32
2001,Revelstoke,23.6
2001,Revelstoke,17.2
2004,Revelstoke,12
2001,Revelstoke,24.1
2002,Revelstoke,24.3
2018,Revelstoke,23.2
2002,Revelstoke,25.2
2016,Revelstoke,51.8
2017,Revelstoke,49.1
2002,Revelstoke,25.9
2015,Revelstoke,18.6
2002,Revelstoke,26.7
2002,Revelstoke,27.3
2018,Revelstoke,26.2
2002,Revelstoke,27.5
2002,Revelstoke,28
2002,Revelstoke,28.6
2002,Revelstoke,28.9
2015,Revelstoke,21.6
2011,Revelstoke,14.7
2002,Revelstoke,30.9
2002,Revelstoke,32.5
2002,Revelstoke,34.5
2009,Revelstoke,36.2
2006,Revelstoke,35.6
2008,Revelstoke,46.9
2003,Revelstoke,44.4
2002,Revelstoke,40.2
2002,Revelstoke,45
2002,Revelstoke,45.9
2006,Revelstoke,43.4
2016,Park.Reservoir.Powderhorn.,28.5
2000,Revelstoke,12.2
1998,Revelstoke,54.7
1996,Revelstoke,5.6
2002,Revelstoke,46.3
2012,Revelstoke,10.9
2002,Revelstoke,47.1
2013,Revelstoke,52.1
2002,Revelstoke,47.7
2001,Revelstoke,40.1
2002,Revelstoke,47.8
2015,Revelstoke,39.3
2002,Revelstoke,48.1
2013,Revelstoke,-0.2
2002,Revelstoke,51.9
2002,Revelstoke,53.7
2018,Revelstoke,23.3
2002,Revelstoke,55
2002,Revelstoke,57.6
2018,Revelstoke,55.4
2002,Revelstoke,58.4
2002,Revelstoke,59.8
1991,FreemontPass.skiCooper.Copper.Breck.,21.2
2000,Revelstoke,57.1
2003,Revelstoke,44.8
2002,Revelstoke,60.1
2001,Big Sky,16.4
2002,Revelstoke,61.4
2018,Revelstoke,27.3
2002,Revelstoke,61.7
2001,Revelstoke,25.5
2002,Revelstoke,66.3
1999,Revelstoke,28.9
2006,Revelstoke,44.4
2002,Revelstoke,46.9
2002,Revelstoke,66.4
2002,Revelstoke,68.4
2002,Revelstoke,65.2
2000,Revelstoke,45.2
2002,Revelstoke,60.6
2002,Revelstoke,52.6
2002,Revelstoke,46
2006,Revelstoke,47.1
2018,Whistler,48.85826772
2012,Revelstoke,21.2
2002,Revelstoke,41.7
2003,Revelstoke,45.9
2002,Revelstoke,27.4
2002,Revelstoke,39.2
2002,Revelstoke,30
2002,Revelstoke,24.2
2016,Revelstoke,49.8
2002,Revelstoke,34.7
2002,Revelstoke,22.7
2016,Revelstoke,39.8
2002,Revelstoke,19.2
2003,Revelstoke,3.9
2008,Revelstoke,50
2002,Revelstoke,8.7
2002,Revelstoke,6.3
2014,Revelstoke,28.8
2002,Revelstoke,4.7
2004,Revelstoke,38.1
2002,Revelstoke,50.5
2004,Revelstoke,35
2004,Revelstoke,3.4
2009,Big Sky,25.8
2002,Revelstoke,0.1
2002,Revelstoke,0.2
2007,Revelstoke,17
2002,Revelstoke,3.4
2014,Revelstoke,15.4
2002,Revelstoke,3.9
2002,Revelstoke,6.5
2008,Revelstoke,8.1
2002,Revelstoke,9.9
2002,Revelstoke,10.6
2008,Revelstoke,44.7
2014,Revelstoke,49.6
2001,Revelstoke,11.5
2002,Revelstoke,10.9
2002,Revelstoke,16.2
2016,Revelstoke,33.8
2003,Revelstoke,19.1
2002,Revelstoke,37.4
2003,Revelstoke,19.3
2015,Revelstoke,27.6
2002,Revelstoke,37.8
2002,Revelstoke,56.7
2003,Revelstoke,19.8
2003,Revelstoke,20
2003,Revelstoke,21.3
2003,Revelstoke,22
2001,Revelstoke,33.7
2003,Revelstoke,23.5
2003,Revelstoke,23.8
2015,Revelstoke,4
2003,Revelstoke,24.8
2003,Revelstoke,25.2
2003,Revelstoke,25.6
2003,Revelstoke,25.7
1999,Revelstoke,2.6
2003,Revelstoke,26.2
2003,Revelstoke,27.2
2017,Revelstoke,45.2
2000,Revelstoke,35.9
2003,Revelstoke,31
2003,Revelstoke,34.6
2001,Revelstoke,23.5
2003,Revelstoke,36.3
2003,Revelstoke,36.6
2001,Revelstoke,11.4
2004,Revelstoke,25.1
2003,Revelstoke,37.7
2001,Revelstoke,34.2
2009,Revelstoke,2.1
2003,Revelstoke,40.7
2017,Revelstoke,8.1
2003,Revelstoke,40.8
2010,Revelstoke,40.9
2003,Revelstoke,42.8
2003,Revelstoke,45
2015,Revelstoke,7.5
2003,Revelstoke,45.6
2003,Revelstoke,46
2003,Revelstoke,38.1
2006,Revelstoke,14.5
2014,Revelstoke,12.6
1999,Revelstoke,47.8
2003,Revelstoke,32
2003,Revelstoke,23.3
2003,Revelstoke,18.7
2003,Revelstoke,17.8
2003,Revelstoke,15.2
2003,Revelstoke,8.9
2003,Revelstoke,5.8
2017,Revelstoke,53.1
2015,Revelstoke,17.3
2002,Revelstoke,61.2
2003,Revelstoke,4
2017,Revelstoke,37.3
2003,Revelstoke,2.1
2010,Revelstoke,35.1
2012,Revelstoke,19.6
2003,Revelstoke,0.2
2003,Revelstoke,0.1
2003,Revelstoke,0
2004,Revelstoke,2.1
2009,Revelstoke,3.8
2013,Revelstoke,38.9
2003,Revelstoke,3.1
2015,Revelstoke,0.5
2016,Revelstoke,0
2003,Revelstoke,3.4
2016,Revelstoke,31.9
2003,Revelstoke,3.3
2002,Revelstoke,30.6
2003,Revelstoke,2
2010,Revelstoke,17
2003,Revelstoke,6.7
2014,Revelstoke,14.6
2003,Revelstoke,46.1
2003,Revelstoke,37.2
2005,Revelstoke,42.2
2003,Revelstoke,8.5
2003,Revelstoke,8.4
2018,Revelstoke,51.8
2010,Revelstoke,26
2003,Revelstoke,9.9
2003,Revelstoke,10.2
2008,Revelstoke,1.2
2003,Revelstoke,16
2001,Revelstoke,5.4
2002,Revelstoke,34.8
2003,Revelstoke,18.3
2002,Revelstoke,54.7
2003,Revelstoke,18.8
2004,Revelstoke,18.9
2012,Revelstoke,11.7
2001,Revelstoke,34.7
2008,Revelstoke,31.2
2004,Revelstoke,19.4
2004,Revelstoke,19.8
2006,Revelstoke,28.8
2004,Revelstoke,20.5
2009,Revelstoke,29.1
2004,Revelstoke,20.7
2017,Revelstoke,26.6
2004,Revelstoke,22.9
2002,Revelstoke,24.6
2004,Revelstoke,29.8
2004,Revelstoke,29.9
2012,Revelstoke,18.4
2000,Revelstoke,56.1
2004,Revelstoke,30.6
2012,Revelstoke,19.4
2004,Revelstoke,30.9
2004,Revelstoke,31.1
2004,Revelstoke,31.4
2004,Revelstoke,31.8
2004,Revelstoke,32.2
2004,Revelstoke,32.3
2004,Revelstoke,32.8
2018,Revelstoke,55.8
2003,Revelstoke,9.4
2004,Revelstoke,33.1
2004,Revelstoke,36.8
2008,Revelstoke,7.6
2004,Revelstoke,37.3
2004,Revelstoke,37.6
2004,Revelstoke,37.8
2004,Revelstoke,38.8
2004,Revelstoke,39.7
2004,Revelstoke,39.8
2012,Revelstoke,24.4
2018,Revelstoke,43.5
2004,Revelstoke,40.3
2002,Revelstoke,0.3
2004,Revelstoke,41.2
2013,Revelstoke,9
2004,Revelstoke,41.3
2004,Revelstoke,41.6
2005,Revelstoke,8.4
2018,Revelstoke,45.5
2004,Revelstoke,41.8
2006,Revelstoke,38.2
2004,Revelstoke,41.1
2004,Revelstoke,20
2008,Revelstoke,35.9
2006,Revelstoke,28.3
2004,Revelstoke,42.4
2017,Revelstoke,54.2
2004,Revelstoke,40.7
2002,Revelstoke,10.7
2004,Revelstoke,36.3
2017,Revelstoke,47.7
2004,Revelstoke,35.9
2002,Revelstoke,0.7
2004,Revelstoke,34.9
2004,Revelstoke,34.1
2004,Revelstoke,28.4
2012,Revelstoke,16.9
1999,Revelstoke,61.1
2004,Revelstoke,27.5
2009,Revelstoke,40.2
2008,Revelstoke,50.9
2004,Revelstoke,26.9
2004,Revelstoke,20.6
2005,Revelstoke,33.7
2004,Revelstoke,18.1
2006,Revelstoke,23.3
2004,Revelstoke,15.5
2006,Revelstoke,41.8
2004,Revelstoke,9.8
2004,Revelstoke,5.6
2011,Revelstoke,21.9
2004,Revelstoke,0.9
2015,Revelstoke,38.3
2005,Revelstoke,5.3
2017,Revelstoke,31.1
2004,Revelstoke,25.2
2004,Revelstoke,0
2004,Revelstoke,0.3
2004,Revelstoke,4
2004,Revelstoke,7.8
2004,Revelstoke,7.9
2006,Revelstoke,33.8
2004,Revelstoke,9.3
2004,Revelstoke,9.9
2009,Revelstoke,17.4
2000,Revelstoke,4
2006,Revelstoke,47.4
2002,Revelstoke,49.9
2005,Revelstoke,23.6
2005,Revelstoke,23.9
2016,Revelstoke,30.3
2005,Revelstoke,25.2
2014,Revelstoke,22.9
2005,Revelstoke,26.5
2003,Revelstoke,39.4
2005,Revelstoke,29.5
2005,Revelstoke,32.5
1999,Revelstoke,71.6
2005,Revelstoke,33.8
2001,Revelstoke,11.3
2005,Revelstoke,34.7
2005,Revelstoke,35.3
2005,Revelstoke,35.4
2013,Revelstoke,1.5
2018,Revelstoke,14.4
2001,Revelstoke,8.1
2005,Revelstoke,35.7
2005,Revelstoke,35.6
2017,Revelstoke,44.7
2004,Revelstoke,32.9
2005,Revelstoke,36.5
2005,Revelstoke,36.6
2005,Revelstoke,36.3
2005,Revelstoke,37.2
1999,Revelstoke,79.6
2016,Revelstoke,50.6
2005,Revelstoke,37.8
1995,Revelstoke,25.6
2000,Revelstoke,7.4
2005,Revelstoke,41
2013,Revelstoke,26.4
2005,Revelstoke,43.1
2018,Revelstoke,24.2
2008,Revelstoke,41.8
2001,Revelstoke,39.3
2003,Revelstoke,13.7
2005,Revelstoke,43.2
2005,Revelstoke,43.6
2005,Revelstoke,43.4
2003,Revelstoke,44.6
2005,Revelstoke,40.7
1999,Revelstoke,52.8
2000,Revelstoke,7
2003,Revelstoke,43.1
2005,Revelstoke,39.2
2009,Revelstoke,25
2001,Revelstoke,16.6
2005,Revelstoke,34.3
2005,Revelstoke,30.7
2005,Revelstoke,29.8
2005,Revelstoke,29.2
2002,Revelstoke,59.3
2005,Revelstoke,28.6
2017,Revelstoke,36
2005,Revelstoke,27.5
2017,Revelstoke,33
2005,Revelstoke,26
2005,Revelstoke,21.7
2002,Revelstoke,34.3
2002,Revelstoke,53.2
2005,Revelstoke,16.1
2002,Revelstoke,48.2
2005,Revelstoke,14.8
2002,Revelstoke,37.9
2002,Revelstoke,56.2
2005,Revelstoke,11.7
2016,Revelstoke,12.4
2005,Revelstoke,9.2
2004,Revelstoke,31.3
2005,Revelstoke,7.9
2002,Revelstoke,31.1
2014,Revelstoke,49.7
2005,Revelstoke,6.6
2003,Revelstoke,1.9
2005,Revelstoke,4.9
2005,Revelstoke,3.9
2017,Revelstoke,25.1
2005,Revelstoke,3
2016,Revelstoke,18.5
2005,Revelstoke,2.1
2005,Revelstoke,0.9
2016,Revelstoke,0.9
2005,Revelstoke,0.7
2005,Revelstoke,0.6
2006,Revelstoke,43.6
2005,Revelstoke,0.4
2005,Revelstoke,2.5
2007,Revelstoke,16.1
2009,Revelstoke,26.4
2005,Revelstoke,3.1
2005,Revelstoke,4.1
2007,Mt. Baker,72.4
2014,Revelstoke,41.9
2015,Revelstoke,22
2005,Revelstoke,4.3
2017,Revelstoke,27.1
2005,Revelstoke,4.7
2005,Revelstoke,9.3
2005,Revelstoke,9.4
2006,Revelstoke,42.7
2004,Revelstoke,36
2017,Revelstoke,4.4
2002,Revelstoke,35.3
2002,Revelstoke,35.9
2005,Revelstoke,11.2
2005,Revelstoke,12.3
2005,Revelstoke,12.5
2005,Revelstoke,12.7
2010,Revelstoke,0.3
2017,Revelstoke,16.5
2005,Revelstoke,13
2009,Revelstoke,38.9
1999,Revelstoke,62.9
2005,Revelstoke,13.4
2002,Revelstoke,36.9
2006,Revelstoke,44.3
2005,Revelstoke,17.1
2004,Revelstoke,17.6
2005,Revelstoke,17.3
2003,Revelstoke,23.7
2008,Revelstoke,46.4
2006,Revelstoke,NA
2006,Revelstoke,18.2
2009,Revelstoke,31.6
2004,Revelstoke,23
2006,Revelstoke,18.6
2006,Revelstoke,19
2009,Revelstoke,39
2006,Revelstoke,19.3
2005,Revelstoke,42.6
2006,Revelstoke,22.4
2006,Revelstoke,24.1
2006,Revelstoke,24.7
2006,Revelstoke,25
2017,Revelstoke,51.6
2006,Revelstoke,25.2
2006,Revelstoke,26.7
2017,Revelstoke,54.6
2006,Revelstoke,27.6
2000,Revelstoke,1.9
2006,Revelstoke,29.1
2006,Revelstoke,29.4
2006,Revelstoke,30.6
2006,Revelstoke,31.4
2006,Revelstoke,32.6
2006,Revelstoke,33.5
2010,Mt. Baker,57.7
2006,Revelstoke,34.5
2006,Revelstoke,35.3
2006,Revelstoke,36
2014,Revelstoke,24.1
2006,Revelstoke,37.1
2001,Revelstoke,9.4
2006,Revelstoke,40.2
2013,Revelstoke,5.6
2006,Revelstoke,40.5
2006,Revelstoke,42.4
2018,Revelstoke,3.6
2018,Revelstoke,4.4
2006,Revelstoke,43.3
1999,Revelstoke,78.3
2006,Revelstoke,43.8
2006,Revelstoke,43.7
2006,Revelstoke,44
2014,Revelstoke,28.6
2006,Revelstoke,45
2016,Revelstoke,5.2
2006,Revelstoke,45.5
2015,Revelstoke,20
2000,Revelstoke,55.4
2006,Revelstoke,46.9
1999,Revelstoke,66.8
2011,Revelstoke,30.5
2005,Revelstoke,5.5
2016,Revelstoke,33
2006,Revelstoke,48.4
2006,Revelstoke,48
2014,Revelstoke,40.4
2000,Revelstoke,45
2000,Revelstoke,57.9
2006,Revelstoke,46.5
2006,Revelstoke,36.5
2006,Revelstoke,30.3
2009,Revelstoke,30.6
2006,Revelstoke,27
2001,Revelstoke,36.7
2014,Revelstoke,19.2
2006,Revelstoke,23
1995,Revelstoke,35.2
2000,Revelstoke,10.8
2017,Revelstoke,44.6
2006,Revelstoke,21.7
2004,Revelstoke,41.4
2017,Revelstoke,53.2
2006,Revelstoke,19.9
2003,Revelstoke,20.5
2006,Revelstoke,18.5
2013,Revelstoke,2.6
2006,Revelstoke,17.1
2000,Revelstoke,60.6
2003,Revelstoke,18.2
2004,Revelstoke,33.7
2018,Revelstoke,19.2
2005,Revelstoke,33.1
2006,Revelstoke,4.3
2006,Revelstoke,2
2003,Revelstoke,45.1
2006,Revelstoke,0.1
2016,Whistler,47.91338583
2006,Revelstoke,-0.1
2013,Revelstoke,34.4
2006,Revelstoke,0.7
2006,Revelstoke,6.3
2008,Revelstoke,27.6
2016,Revelstoke,36.3
2006,Revelstoke,16.2
2014,Revelstoke,13.3
2006,Revelstoke,20.5
2007,Revelstoke,NA
2007,Revelstoke,42.1
2013,Revelstoke,48.5
2008,Revelstoke,45.8
2007,Revelstoke,42.4
2016,Revelstoke,39.5
2007,Revelstoke,42.7
2013,Revelstoke,41.2
2007,Revelstoke,42.9
2016,Revelstoke,6.2
2014,Revelstoke,33.7
2015,Revelstoke,24
2013,Revelstoke,0.8
2009,Revelstoke,33.1
2007,Revelstoke,43.6
2000,Revelstoke,3.7
2015,Revelstoke,24.4
2007,Revelstoke,46.4
2007,Revelstoke,46.7
2007,Revelstoke,47.2
2017,Revelstoke,9
2016,Revelstoke,44
2002,Revelstoke,27.8
2013,Revelstoke,30.3
2013,Revelstoke,28.9
2007,Revelstoke,48.9
2017,Revelstoke,9.5
2013,Revelstoke,47.7
2007,Revelstoke,49.2
2009,Revelstoke,36.8
2007,Revelstoke,44.3
2017,Revelstoke,5.7
2007,Revelstoke,49.5
1994,Revelstoke,8.5
2009,Revelstoke,41.9
1999,Revelstoke,67.8
2008,Revelstoke,43.8
2007,Revelstoke,51.2
2016,Revelstoke,48
2001,Revelstoke,5.1
2014,Revelstoke,45.2
2013,Revelstoke,12.5
2013,Revelstoke,43.9
2018,Revelstoke,20.4
2007,Revelstoke,63.5
2008,Revelstoke,15.8
2007,Revelstoke,55.1
2016,Revelstoke,27.8
2007,Revelstoke,11.7
2007,Revelstoke,58.9
1999,Revelstoke,4.8
2009,Revelstoke,5.3
2007,Revelstoke,59.1
2017,Revelstoke,8.7
2016,Revelstoke,37.1
2018,Revelstoke,46.7
2013,Revelstoke,7.4
2007,Revelstoke,62.5
2016,Revelstoke,38.1
2017,Revelstoke,11.5
2007,Revelstoke,57.2
2013,Revelstoke,55.7
2008,Revelstoke,13.6
2002,Revelstoke,10.5
2010,Revelstoke,0
2013,Revelstoke,34.2
2016,Revelstoke,32.5
2009,Revelstoke,39.6
2014,Revelstoke,40.2
2007,Revelstoke,50.1
2003,Revelstoke,13.8
2008,Revelstoke,11.8
2007,Revelstoke,39.1
2011,Revelstoke,31.5
2007,Revelstoke,38.2
2013,Revelstoke,36.7
2009,Revelstoke,38.6
2013,Revelstoke,33.2
2007,Revelstoke,34.7
2007,Revelstoke,35.4
1999,Revelstoke,9.5
2014,Revelstoke,46.9
2002,Revelstoke,35.1
2017,Revelstoke,35
2016,Revelstoke,28
2007,Revelstoke,29.6
2005,Revelstoke,39.9
2016,Revelstoke,3.5
2007,Revelstoke,16.4
2016,Revelstoke,25
2007,Revelstoke,26.6
1999,Revelstoke,19.5
2000,Revelstoke,34.8
2003,Revelstoke,45.7
2007,Revelstoke,25.2
2007,Revelstoke,23.7
2011,Revelstoke,17.3
2008,Revelstoke,0.3
2007,Revelstoke,21.1
2014,Revelstoke,52.7
2007,Revelstoke,62.6
2010,Revelstoke,8.1
2007,Revelstoke,15.2
2004,Revelstoke,26
2010,Revelstoke,35.7
2007,Revelstoke,11.3
2016,Revelstoke,10.5
2007,Revelstoke,1.6
2016,Revelstoke,1.5
2007,Revelstoke,7.6
2011,Revelstoke,18.5
2007,Revelstoke,0
2014,Revelstoke,14.8
2014,Revelstoke,19.7
2004,Revelstoke,30.5
2006,Revelstoke,26.1
2019,Revelstoke,26.7
2009,Revelstoke,36.9
2007,Revelstoke,6.2
2007,Revelstoke,9.4
2007,Revelstoke,42.6
2007,Revelstoke,10.2
2007,Revelstoke,10.9
2016,Revelstoke,26.1
2018,Revelstoke,52
2018,Revelstoke,23.1
2018,Revelstoke,28.1
2007,Revelstoke,13.4
2010,Revelstoke,30.4
2007,Revelstoke,14.1
2018,Revelstoke,42.2
2016,Revelstoke,48.2
2007,Revelstoke,19.8
2007,Revelstoke,23.8
2018,Revelstoke,48.3
2007,Revelstoke,25.7
2007,Revelstoke,25.8
2007,Revelstoke,26.3
2007,Revelstoke,26.9
2008,Revelstoke,NA
2008,Revelstoke,30.9
2008,Revelstoke,31.4
2013,Revelstoke,37
2008,Revelstoke,34.3
2010,Revelstoke,40
2008,Revelstoke,50.2
2008,Revelstoke,35
1999,Revelstoke,66.9
2003,Revelstoke,44.2
2019,Revelstoke,28
2013,Revelstoke,27.5
2014,Revelstoke,41.1
2008,Revelstoke,36.2
2006,Revelstoke,4.5
2008,Revelstoke,37.6
2008,Revelstoke,10.9
2008,Revelstoke,41
2008,Revelstoke,41.2
2014,Revelstoke,46.1
2017,Revelstoke,18.8
2013,Revelstoke,48
2008,Revelstoke,45.3
2008,Revelstoke,46.8
2005,Revelstoke,6.5
2007,Revelstoke,41.2
2016,Revelstoke,38
2008,Revelstoke,48.3
2016,Revelstoke,32
2009,Revelstoke,39.1
2013,Revelstoke,33.7
2007,Revelstoke,9.6
2014,Revelstoke,3.9
2008,Revelstoke,49.2
2017,Revelstoke,49.3
2013,Revelstoke,34.9
2008,Revelstoke,49.8
2008,Revelstoke,50.3
2013,Revelstoke,53
2016,Revelstoke,40
1999,Revelstoke,81.8
2015,Revelstoke,15.1
2008,Revelstoke,50.8
2003,Revelstoke,0.9
2008,Revelstoke,51.2
2017,Revelstoke,23.8
2008,Revelstoke,6.2
2008,Revelstoke,51.8
2013,Revelstoke,54.5
2008,Revelstoke,23.5
2011,Revelstoke,1.9
2004,Revelstoke,27.9
2004,Revelstoke,30.4
2008,Revelstoke,52.4
2004,Revelstoke,25.4
2008,Revelstoke,52.6
2010,Revelstoke,30.1
2008,Revelstoke,52.7
2016,Revelstoke,25.9
2008,Revelstoke,46.2
2014,Revelstoke,51.1
2001,Revelstoke,2.8
2008,Revelstoke,39.7
2014,Revelstoke,44.6
1999,Revelstoke,61.4
2016,Revelstoke,30.5
2013,Revelstoke,28.2
2013,Revelstoke,42
2008,Revelstoke,39.3
2001,Revelstoke,16.4
2016,Revelstoke,16.3
2015,Revelstoke,26.5
2011,Revelstoke,NA
2007,Revelstoke,35.9
2017,Revelstoke,5.4
2009,Revelstoke,10.5
2008,Revelstoke,32.8
2001,Revelstoke,9.7
2018,Revelstoke,38.8
2008,Revelstoke,30.6
2008,Revelstoke,29.4
2008,Revelstoke,24.1
2011,Revelstoke,17
2016,Revelstoke,19
2003,Revelstoke,25.1
2008,Revelstoke,21.1
2015,Revelstoke,0.2
2016,Revelstoke,18.1
2008,Revelstoke,15.6
2008,Revelstoke,10.8
2008,Revelstoke,6.3
2008,Revelstoke,2.4
2018,Revelstoke,52.9
2002,Big Sky,19.6
2008,Revelstoke,2.1
2008,Revelstoke,4.1
2008,Revelstoke,4.3
2004,Revelstoke,39.4
2008,Revelstoke,5.6
2004,Revelstoke,24.8
2008,Revelstoke,9.9
2010,Revelstoke,2.8
2009,Revelstoke,5.8
2018,Revelstoke,50.5
2008,Revelstoke,9.7
2012,Revelstoke,27.9
2007,Revelstoke,57.7
2016,Revelstoke,38.3
2014,Revelstoke,51.2
2015,Revelstoke,33.5
2010,Revelstoke,2.5
2014,Revelstoke,47.6
2008,Revelstoke,42.7
2018,Revelstoke,52.3
2002,Revelstoke,15.9
2013,Revelstoke,18.3
2008,Revelstoke,10.6
2008,Revelstoke,11.7
2008,Revelstoke,12.7
2009,Revelstoke,30.1
2004,Revelstoke,NA
2001,Revelstoke,37.4
2009,Revelstoke,32.5
2009,Revelstoke,35.1
2009,Revelstoke,35.4
2009,Revelstoke,38.1
2009,Revelstoke,37.6
2013,Revelstoke,32.2
2014,Revelstoke,26.1
2006,Revelstoke,40
2003,Revelstoke,44
2009,Revelstoke,39.7
2009,Revelstoke,42.5
2004,Revelstoke,16.7
2017,Revelstoke,55.5
2009,Revelstoke,42.8
2015,Revelstoke,23.3
2011,Revelstoke,2.4
2009,Revelstoke,41
2017,Revelstoke,16.8
2011,Revelstoke,0.9
2014,Revelstoke,51.4
2009,Revelstoke,29.4
2015,Revelstoke,30.8
2018,Revelstoke,49.1
2009,Revelstoke,22.4
2009,Revelstoke,12
2009,Revelstoke,0
2007,Revelstoke,32.9
2008,Revelstoke,43.4
2009,Revelstoke,8.2
2014,Revelstoke,21.1
2006,Big Sky,25.8
2001,Revelstoke,0
2014,Revelstoke,1.4
2016,Revelstoke,-0.1
2001,Revelstoke,12
2009,Revelstoke,6.5
2009,Revelstoke,4.1
2001,Revelstoke,26.9
2009,Revelstoke,0.1
2015,Revelstoke,9.6
2018,Revelstoke,44.3
2008,Revelstoke,34.7
2008,Revelstoke,8.6
2006,Revelstoke,45.4
2002,Revelstoke,44
2008,Revelstoke,40.3
2009,Revelstoke,1
2009,Revelstoke,1.5
2000,Revelstoke,49
2009,Revelstoke,1.9
2015,Revelstoke,40.2
2010,Revelstoke,38.4
2009,Revelstoke,3.7
2001,Revelstoke,13.9
2018,Revelstoke,49.3
2015,Revelstoke,13.7
2010,Revelstoke,3.3
2009,Revelstoke,6.8
2017,Revelstoke,3.4
2009,Revelstoke,8.3
2009,Revelstoke,9.4
2018,Revelstoke,51.7
2009,Revelstoke,19.3
2009,Revelstoke,14.2
2009,Revelstoke,16.4
2001,Revelstoke,24
2014,Revelstoke,4.2
2009,Revelstoke,17.7
2009,Revelstoke,18.3
2013,Revelstoke,15.8
2014,Revelstoke,43.8
2009,Revelstoke,20.5
2011,Revelstoke,1.2
2010,Revelstoke,NA
2013,Revelstoke,38.7
2005,Revelstoke,24.7
2003,Revelstoke,43.2
2007,Revelstoke,19
2010,Revelstoke,28.5
2010,Revelstoke,28.9
2016,Revelstoke,27.4
2010,Revelstoke,31.6
2010,Revelstoke,31.9
2000,Revelstoke,1.6
2011,Butte,18.4
2013,Revelstoke,17
2001,Revelstoke,15.2
2018,Revelstoke,31.1
2007,Revelstoke,14.9
2007,Revelstoke,12.5
2010,Revelstoke,32.3
2010,Revelstoke,32.8
2010,Revelstoke,34.8
2010,Revelstoke,35.3
2003,Revelstoke,29.1
2011,Mt. Baker,89.1
2010,Revelstoke,36
2010,Revelstoke,37.1
2012,Revelstoke,20.6
2004,Revelstoke,18.6
2018,Revelstoke,1.9
2010,Revelstoke,38.2
2016,Revelstoke,30.9
2007,Revelstoke,4.1
2012,Revelstoke,7.4
2010,Revelstoke,39.3
2010,Revelstoke,34.3
2003,Revelstoke,28.6
2001,Revelstoke,15.7
2013,Revelstoke,18
2011,Revelstoke,2.6
2009,Revelstoke,36.3
2017,Revelstoke,49
2016,Revelstoke,33.7
2010,Revelstoke,27.8
2010,Revelstoke,18.3
2015,Revelstoke,30.2
2003,Revelstoke,1.8
